zone_id,year,week_of_year,season_index,week_of_season,risk_tier_index,radius_km,rain_norm_mean,rain_norm_p95,traffic_norm_mean,outage_active_ratio,event_flag_active_ratio,aqi_norm_mean,recent_4week_disruption_days,prev_4week_zdi_mean,prev_4week_zdi_p95,seasonal_disruption_days
BLR-06,2026,48,4,5,1,2.5,27.145,50.479,36.608,0.03083,0.02677,19.673,0.956,35.548,40.177,0.722
BLR-01,2026,49,4,6,2,2.5,33.077,46.277,28.544,0.04416,0.00516,24.203,0.845,32.341,40.53,0.594
BLR-02,2026,49,4,6,2,2.5,42.68,68.565,44.447,0.04103,0.00171,21.579,0.958,34.259,40.327,0.872
BLR-03,2026,49,4,6,2,2.5,43.351,69.246,44.743,0.04099,0.03308,22.754,1.034,34.91,43.323,1.083
BLR-04,2026,49,4,6,1,2.5,32.417,52.417,45.895,0.08862,0.05632,19.46,0.645,30.697,37.22,0.717
BLR-05,2026,49,4,6,0,2.5,14.306,42.134,29.331,0.02398,0.00888,13.189,0.727,27.514,35.361,0.481
BLR-06,2026,49,4,6,1,2.5,35.726,55.002,34.153,0.02335,0.02955,18.84,0.853,32.995,41.099,0.778
BLR-01,2026,50,4,7,2,2.5,38.5,63.194,40.602,0.02881,0.02948,24.776,0.816,30.99,40.44,1.278
BLR-02,2026,50,4,7,2,2.5,34.106,50.895,39.249,0.06301,0.04841,23.407,1.018,35.63,41.434,1.025
BLR-03,2026,50,4,7,2,2.5,27.859,39.426,34.866,0.04074,0.01824,24.377,0.977,34.798,45.277,1.111
BLR-04,2026,50,4,7,1,2.5,25.205,42.026,28.906,0.03884,0.03451,18.355,0.688,35.008,40.851,0.731
BLR-05,2026,50,4,7,0,2.5,13.677,33.646,32.149,0.02285,0.02918,13.427,0.669,24.467,33.956,0.61
BLR-06,2026,50,4,7,1,2.5,38.436,52.006,38.522,0.03457,0.03149,21.796,0.842,33.751,43.295,0.788
BLR-01,2026,51,4,8,2,2.5,33.307,53.686,37.419,0.0373,0.02267,23.709,0.973,34.237,46.403,0.79
BLR-02,2026,51,4,8,2,2.5,30.62,52.146,28.439,0.03601,0.00945,23.087,0.986,39.559,48.714,0.534
BLR-03,2026,51,4,8,2,2.5,23.757,37.415,27.063,0.03116,0.02224,21.648,1.021,33.502,40.762,0.419
BLR-04,2026,51,4,8,1,2.5,32.12,47.337,42.808,0.03142,0.03768,18.742,0.64,34.327,38.837,0.485
BLR-05,2026,51,4,8,0,2.5,25.409,43.451,29.373,0.03221,0.03299,13.606,0.712,24.024,32.613,0.795
BLR-06,2026,51,4,8,1,2.5,30.285,48.718,44.111,0.02995,0.02108,23.023,0.723,32.928,44.477,0.69
BLR-01,2026,52,4,9,2,2.5,22.562,36.937,28.699,0.04125,0.00597,23.212,0.931,32.087,44.982,0.484
BLR-02,2026,52,4,9,2,2.5,39.928,53.047,30.733,0.03031,0.03533,20.186,0.892,37.772,46.066,0.73
BLR-03,2026,52,4,9,2,2.5,27.222,43.509,33.33,0.0398,0.00842,21.215,0.885,31.879,36.562,0.747
BLR-04,2026,52,4,9,1,2.5,28.325,53.406,34.919,0.03995,0.03002,19.276,0.596,36.081,42.645,1.022
BLR-05,2026,52,4,9,0,2.5,19.27,44.663,22.518,0.01719,0.02295,18.396,0.707,24.98,33.718,0.741
BLR-06,2026,52,4,9,1,2.5,39.696,50.107,29.588,0.03154,0.00597,22.707,0.744,33.65,46.255,0.71
BLR-01,2026,53,4,10,2,2.5,32.772,54.54,42.635,0.06706,0.08675,24.921,0.786,29.123,38.908,1.13
BLR-02,2026,53,4,10,2,2.5,48.1,60.713,44.317,0.02802,0.00194,21.519,0.79,37.174,47.329,1.171
BLR-03,2026,53,4,10,2,2.5,28.481,50.365,34.989,0.03712,0.00214,21.429,0.84,30.46,34.914,0.926
BLR-04,2026,53,4,10,1,2.5,31.285,54.275,36.286,0.03446,0.01786,17.092,0.739,35.483,41.209,0.379
BLR-05,2026,53,4,10,0,2.5,19.051,29.717,24.672,0.02363,0.02288,16.985,0.657,23.249,32.656,0.351
BLR-06,2026,53,4,10,1,2.5,33.901,45.766,25.742,0.02564,0.03057,23.216,0.742,31.918,40.861,0.453
